,Bid_ID,Field_ID,Flood Start,Flood End,Source,2023-04-02,2023-04-09,2023-04-16,2023-04-23,2023-04-30,2023-05-07,2023-05-14,2023-05-21,2023-05-28,2023-06-04,2023-06-11,2023-06-18,2023-06-25,2023-07-02,2023-07-09,2023-07-16,2023-07-23,2023-07-30,2023-08-06,2023-08-13,2023-08-20,2023-08-27,2023-09-03,2023-09-10,2023-09-17,2023-09-24,2023-10-01,2023-10-08,2023-10-15,2023-10-22,2023-10-29,2023-11-05,2023-11-12,2023-11-19,2023-11-26
0,BVW-M-23-1100,16,2023-04-01,2023-07-15,Sentinel 2,0.13587171182557864,0.11069858071990941,0.22284540643020775,0.11550412091529083,,0.419543407852121,0.44523000763620085,0.6612159991573847,0.6587408168101746,,0.6950259367511915,0.7025699765647628,0.7353134792111015,0.6694314980119546,0.7269136582668457,0.7459251652315875,0.777510071885615,0.5669220844195171,0.31309740105853545,0.012296916554756825,0.012296916554756825,0.018142559970508464,0.0005529662690575874,0.07170129288780051,0.12557600653026832,0.1227585117307844,0.23325960449745897,0.24933512389077594,0.11917739684545907,0.26979487584590667,0.05874608315559418,0.10577454775258709,,0.1632567080074782,
1,BVW-M-23-1100,RC,2023-04-01,2023-07-15,Sentinel 2,0.13434151933336275,0.12872007407080818,0.10061284775803538,0.06183589788810018,,0.06745734315065474,0.1011198800758344,0.24712314271857505,0.3007803888717429,,0.5274899695780609,0.5673250738503594,0.49402583660332444,0.49263700895022267,0.5457431330188264,0.5769145981217759,0.5713243533154894,0.10449274723336713,0.004144438075922579,0.0006613465014770072,0.0006613465014770072,0.0006613465014770072,0.0006613465014770072,0.0456329086019135,0.05687579912702262,0.0456329086019135,0.10713813323927518,0.1355760328027865,0.04497156210043649,0.21418808694502006,0.022485781050218246,0.10118601472598211,,0.12433314227767736,
2,BVW-M-23-1103,M5,2023-04-01,2023-07-15,Sentinel 2,0.2782008490229755,0.2580122492627759,0.3260313036715384,0.3405327457143783,,0.5370556401698046,0.5021711656242911,0.7031984186136945,0.6969117599403738,0.6885213721352506,0.72004925629476,0.7258174276548169,0.6840467934800218,0.6085096730289379,0.5637901422599563,0.5180660423215268,0.3862812207359464,0.21838037525519297,0.03209760523672186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023169901811465048,0.016526783110275767,0.008263391555137884,,0.06772740529505168,
3,BVW-M-23-1103,S5,2023-04-01,2023-07-15,Sentinel 2,0.6123370662750136,0.4771800991371396,0.31577014870570946,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009362952083715804,0.08074597141618316,0.12171837708830545,0.3344226179548374,0.534073802092895,0.5485955571874425,0.5102992472920872,0.7446300715990452,0.6047732696897373,0.45878465210207436,,0.7517348999449235,
4,BVW-M-23-1104,N/E,2023-04-01,2023-07-15,Sentinel 2,0.9359030036604064,0.7794848842053022,0.7619229098901881,0.8281204300312864,,0.9900291591700717,0.9990605252195801,1.0,0.9987724787067155,0.9971549867498605,0.9961623341516809,0.9995213996401634,1.0,0.9995657144882966,0.999131428976593,0.9437644577192034,0.821959064806147,0.8144094160189314,0.5336128123088923,0.27393666521904836,0.2425085749231138,0.1343537565696763,0.04174458694130055,0.03372803091403807,0.9354509922094497,0.027076372209272448,0.011371190030931767,0.7208519086405094,0.8427398984303682,0.8697852502459475,,0.016945997926065114,,0.8465775642786872,
5,BVW-M-23-1104,S/E,2023-04-01,2023-07-15,Sentinel 2,0.9438741589766776,0.8149083849692846,0.8168896098715531,0.5704144354391607,,0.9633672845251712,0.9888905140547299,0.9970879982980083,0.9983046565433609,0.9812913863255592,0.9775150918809672,0.988059463340691,0.9914767438768184,0.9915565247453663,0.9954126000585061,0.9370528947158471,0.7424607627095765,0.7247958939446322,0.6834295136026383,0.14666383001356284,0.049410951253889335,0.012392628247746194,0.005478286306943596,0.005405153844108185,0.013921761561577541,0.026088344015105184,0.00840358482036008,0.8589740180304766,0.8196154562136001,0.8606627130814033,,0.006781463998404364,,0.8868640799936178,
6,BVW-M-23-1105,WillowSloughUnit7,2023-04-01,2023-07-15,Sentinel 2,0.8327336359162247,0.7918740088587521,0.7866134412424127,0.8079619401760814,,0.8942746213156888,0.6264286104883252,0.7373434680374038,0.9956143708645485,0.9951987750861266,0.9884726855143,0.9767047629463554,0.9922239842511075,0.9810193033302346,0.9602996664297043,0.9674960354350084,0.9772898780554492,0.9728222234374145,0.8794389456991305,0.8882375457975613,0.8973150325367749,0.5856947558374803,0.26371739487067314,0.46967791327172315,0.46799365669601367,0.4665390714715372,0.6416470716902718,0.759730956417127,0.7357521736752886,0.6858424017061302,,0.14150168180473535,,0.804199704708263,
7,BVW-M-23-1106,Unit 1,2023-04-01,2023-07-15,Sentinel 2,0.36858158564547,0.2495529985906309,0.20732451250552184,0.43459054670901787,,0.7502892362060626,0.7740697111845012,0.9578451376764343,0.9726750667872694,0.9767559267128043,0.987483960537664,0.9964239887250468,1.0,0.9919539746313553,1.0,1.0,0.898083678663834,0.705063211258125,0.4520814489156273,0.4068659416479103,0.6026210059109364,0.6425461200277668,0.7036117713877027,0.7630051115925873,0.7948000588990094,0.8643850312375102,0.7677906560928922,0.6917688634594756,0.5076884242411496,0.5327205031658218,0.3402259197711353,0.08060750120953322,,0.2394770609394392,
8,BVW-M-23-1106,Unit 2,2023-04-01,2023-07-15,Sentinel 2,0.5127031802120143,0.5065017667844525,0.6581272084805653,0.7636925795053002,,0.8362190812720848,0.9031360424028269,0.9909893992932862,0.9909893992932862,0.995494699646643,1.0,0.9932420494699646,0.995494699646643,1.0,1.0,0.9729681978798587,0.5990459363957598,0.4368374558303888,0.4108127208480567,0.42183745583038884,0.4551943462897528,0.48222614840989414,0.5412720848056539,0.6864929328621907,0.8251590106007066,0.4389772489113478,0.42250000000000004,0.32858657243816275,0.3805123674911662,0.39975265017667866,0.27517667844522975,0.06248233215547705,,0.13008833922261487,
9,BVW-M-23-1106,Unit 3,2023-04-01,2023-07-15,Sentinel 2,0.202567926550776,0.1380551801276973,0.14748100852868526,0.11542853148156776,,0.7680477233536843,0.8870415249102854,1.0,0.9927179941277904,1.0,1.0,0.9532553479051125,0.9486181665656893,0.7258703453418465,0.613645896444051,0.5278230880365384,0.5461853940439019,0.6781236892389431,0.7922589364776064,0.79778160973109,0.8365801370182225,0.7829379689611782,0.7552080905998043,0.6533415668546394,0.6187025213217131,0.4862391563191019,0.3472060399869507,0.2467959174162279,0.17036398378151654,0.23197557906510702,0.16064687514564013,0.05093908747728014,,0.053490702334902364,
10,BVW-M-23-1107,Old lower pump area,2023-04-01,2023-07-15,Sentinel 2,0.022957461174881837,0.015322055560914441,0.012340841130510273,0.05349305488569499,,0.0976958136394328,0.1871081315713321,0.3914102440435999,0.44169600655927466,0.5704941159448249,0.12308735351926951,0.8117222918877207,0.8723111797048329,0.8875488328349572,0.872690990643388,0.8589575094048426,0.8207955531976465,0.7934009356612332,0.7268405758657277,0.6686481142085462,0.6759609819619948,0.47242452011189323,0.11056115558985243,0.06541188386225524,0.08079724124626217,0.034098582039162724,0.06288457888616945,0.07795770232468409,0.046017411015722966,0.054662631426642225,0.052166730973280596,0.008296249599810589,,0.04570491056764625,
11,BVW-M-23-1109,Middle Slough A,2023-04-01,2023-07-15,Sentinel 2,0.06381302521008404,0.06026785714285715,0.08928571428571427,0.09611344537815125,,0.16622899159663865,0.07379201680672269,0.11869747899159663,0.11869747899159663,0.11869747899159663,0.11790966386554622,0.10871848739495799,0.09348739495798318,0.09217436974789915,0.09217436974789915,0.09217436974789915,0.13563550420168066,0.09217436974789915,0.09217436974789915,0.09217436974789915,0.09480042016806721,0.09217436974789915,0.09217436974789915,0.09217436974789915,0.09217436974789915,0.09217436974789915,0.0861344537815126,0.08009453781512604,0.07746848739495797,0.08009453781512604,0.0,,,0.0,
12,BVW-M-23-1109,Middle Slough B,2023-04-01,2023-07-15,Sentinel 2,0.19638566802465277,0.15094536717852294,0.2512274104251541,0.3576726209129845,,0.474563877572339,0.33254987987046913,0.5802778648281627,0.6365820536926775,0.6204473591755477,0.5992896688603365,0.528778857202549,0.5329572756711586,0.6239945680559909,0.6117204638044502,0.5683693721926253,0.6900658100908807,0.6644729969706467,0.6180925519690799,0.49273999791079093,0.6540269507991227,0.5415230335318084,0.43768933458685905,0.43925624151258763,0.40812702392144584,0.5834213305174236,0.36592499738848855,0.35380758382952066,0.48772589574845937,0.5383892196803511,,,,0.19805703541209657,
13,BVW-M-23-1109,North 3,2023-04-01,2023-07-15,Sentinel 2,0.598963098505642,0.5754803293687099,0.4440886449120667,0.5333180847819456,,0.5767002134797193,0.6539849547626309,0.9541526888278947,0.9234268577818441,0.922842329978652,0.9139473416692081,0.8625343092406221,0.6975195689742806,0.5524804310257192,0.4935956084172004,0.1831859306699197,0.2657060079292467,0.06755108264714851,0.04076446070956592,0.023431940632306598,0.04396665650096575,0.02709159296533496,0.01219884111009454,0.015477279658432447,0.017840805123513267,0.03410592660363933,0.008920402561756633,0.006404391582799634,0.018755718206770355,0.09632001626512147,0.0,,,0.03725729389041374,
